PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked
5077,1,2,male,0.8,0,2,18.2628,S
5078,0,3,male,16.8,1,3,21.7848,S
5079,1,3,male,29.5,0,0,13.4821,S
5080,0,1,male,61.3,0,0,33.3889,S
5081,1,1,female,21.7,1,0,223.2962,C
5082,1,1,female,58.0,0,0,78.683,S
5083,1,2,female,32.0,0,2,32.2077,S
5084,1,2,female,34.0,0,2,29.1936,S
5085,0,3,male,29.4,0,0,7.3932,S
5086,1,3,male,23.8,0,0,14.3538,S
5087,0,2,male,30.4,0,0,22.5291,C
5088,0,1,male,40.8,0,0,13.2215,S
5089,0,3,female,11.5,0,1,16.3739,S
5090,0,3,male,29.9,1,0,13.8738,S
5091,0,2,male,27.4,1,2,42.35,C
5092,1,1,female,37.8,1,1,87.1684,S
5093,0,2,male,26.8,0,0,8.4858,S
5094,0,1,male,53.4,0,2,111.076,C
5095,0,3,female,2.6,3,2,30.0843,S
5096,1,2,female,8.5,0,2,22.4136,S
5097,1,3,male,23.8,0,0,13.0856,S
5098,0,3,male,22.6,0,0,11.1008,S
5099,0,2,male,51.9,0,0,14.8906,S
5100,1,1,female,25.3,0,1,55.9398,S
5101,0,3,female,29.9,1,1,18.4644,S
5102,1,1,male,28.1,0,0,36.0252,S
5103,1,3,female,23.8,0,0,8.1552,S
5104,1,1,female,35.5,0,0,512.3292,C
5105,0,3,male,26.4,1,0,13.6731,S
5106,0,3,male,36.5,0,0,9.522,S
5107,0,1,male,72.7,0,0,44.9812,C
5108,0,1,male,61.4,1,4,264.6652,S
5109,0,3,male,45.4,0,0,11.8562,S
5110,0,3,female,23.9,0,0,8.6245,S
5111,0,3,female,26.8,1,0,15.0005,S
5112,0,3,female,34.7,1,0,15.7495,S
5113,1,3,female,26.9,0,0,10.6329,Q
5114,1,1,female,33.3,0,2,63.5127,S
5115,0,3,male,22.1,0,0,10.668,S
5116,1,1,female,54.9,1,0,81.9359,C
5117,0,3,male,16.8,1,0,10.1366,S
5118,1,2,female,22.1,0,0,18.6185,S
5119,1,3,male,27.6,0,0,21.8471,S
5120,1,3,male,21.1,1,1,16.9545,C
5121,0,3,male,30.3,0,0,10.0534,S
5122,0,3,male,44.7,0,0,11.1536,S
5123,1,1,male,41.8,0,0,18.181,C
5124,0,3,male,32.7,0,0,9.5431,S
5125,0,3,male,31.4,0,0,8.1323,Q
5126,1,1,female,40.0,1,1,116.6424,C
5127,0,3,male,28.4,0,0,7.5592,S
5128,1,1,male,35.7,0,0,26.1942,S
5129,1,2,female,29.0,0,0,16.0361,S
5130,0,1,male,47.1,1,0,73.3728,S
5131,1,3,female,22.3,0,2,18.3111,S
5132,0,1,male,48.9,0,0,116.4171,C
5133,0,3,male,71.8,0,0,9.4852,S
5134,0,3,male,25.3,0,0,8.3997,S
5135,0,3,male,26.8,0,0,7.8218,C
5136,0,1,male,39.3,1,0,56.8337,S
5137,1,1,female,26.4,0,0,87.6741,S
5138,0,3,male,28.8,0,0,9.6942,C
5139,1,2,male,5.6,1,1,24.4159,S
5140,1,1,female,51.0,1,0,75.1206,S
5141,1,1,female,24.2,1,0,69.4618,S
5142,0,3,male,19.6,0,0,13.8595,S
5143,0,2,male,21.7,0,0,22.6513,S
5144,0,3,male,21.5,0,0,14.3143,S
5145,0,2,female,27.4,1,0,19.9462,S
5146,1,1,male,49.4,2,0,141.6638,S
5147,0,2,male,38.7,0,0,13.466,S
5148,1,1,female,41.1,0,0,138.2127,C
5149,0,3,male,22.4,0,0,7.2398,S
5150,0,2,male,35.5,0,1,15.6444,S
5151,0,3,female,38.3,1,0,11.7076,S
5152,1,3,male,23.0,0,0,15.1432,S
5153,1,3,female,28.2,0,0,9.941,Q
5154,0,2,male,41.5,0,0,15.3167,S
5155,1,3,male,31.7,1,0,15.6661,Q
5156,1,1,female,60.0,0,0,33.0078,S
5157,0,3,male,26.8,0,0,11.7233,S
5158,1,2,female,33.6,0,0,17.1187,S
5159,0,2,male,51.4,0,0,16.8441,S
5160,0,1,male,36.5,1,0,60.9257,S
5161,1,1,female,20.3,3,2,271.7079,S
5162,1,1,female,28.8,0,0,81.5328,S
5163,1,3,female,28.5,0,0,13.0873,Q
5164,1,2,male,0.4,2,1,30.5319,S
5165,0,2,male,42.1,0,0,12.1327,S
5166,0,3,female,29.6,8,2,64.3318,S
5167,1,2,male,3.0,1,1,26.8326,S
5168,1,3,female,28.9,0,0,12.2706,Q
5169,1,1,female,20.8,3,2,271.6241,S
5170,1,3,female,28.2,1,0,18.1786,Q
5171,0,2,male,17.0,0,0,42.2137,S
5172,1,3,male,18.3,1,1,15.7809,C
5173,1,1,female,20.2,0,0,44.8884,S
5174,1,1,female,44.4,0,0,230.8468,C
5175,0,3,female,27.3,1,0,16.3709,C
5176,0,1,male,55.0,0,2,108.198,C
5177,0,2,male,22.7,0,0,18.0264,S
5178,1,2,female,46.2,0,0,13.1426,S
5179,1,2,female,51.1,0,0,15.4218,S
5180,1,2,female,20.1,1,1,36.3896,S
5181,0,1,male,50.3,0,1,67.8512,C
5182,0,3,male,44.1,0,1,16.4341,S
5183,0,3,male,28.7,0,0,7.612,Q
5184,1,1,female,47.4,1,0,86.0943,C
5185,1,1,female,46.9,0,0,51.4337,C
5186,1,2,female,26.1,0,2,22.7794,S
5187,1,1,male,12.2,0,2,106.2932,C
5188,1,1,female,30.0,0,0,85.7301,C
5189,0,2,male,29.7,0,0,21.4472,C
5190,1,2,female,4.4,1,1,28.8921,S
5191,0,2,male,23.4,0,0,15.96,S
5192,1,1,female,19.3,0,0,37.9371,S
5193,0,3,male,29.6,0,0,9.8846,C
5194,1,3,female,29.7,3,0,15.9652,S
5195,0,3,male,19.9,0,0,8.4833,S
5196,0,3,male,27.5,0,0,12.8257,S
5197,0,3,male,20.0,0,0,8.5969,S
5198,0,1,male,70.8,1,1,77.635,S
5199,0,1,male,60.3,0,0,28.1315,S
5200,0,3,male,28.6,1,0,15.6402,S
5201,1,3,male,21.2,1,0,12.5779,S
5202,0,2,male,27.5,0,0,11.6225,S
5203,1,2,female,43.7,0,1,24.5702,S
5204,1,3,female,30.7,1,1,17.3978,S
5205,0,2,male,17.9,0,0,23.1765,S
5206,1,3,female,33.7,1,0,10.0988,S
5207,0,3,male,26.6,1,0,13.541,S
5208,1,1,female,24.6,0,0,86.722,S
5209,0,3,male,23.7,0,0,9.5609,S
5210,0,3,female,29.9,0,0,4.554,Q
5211,0,3,male,16.4,0,0,15.0879,S
5212,0,3,male,17.7,0,0,6.9331,S
5213,0,2,male,36.2,0,0,9.6826,S
5214,1,1,male,47.4,1,0,68.6532,C
5215,0,3,male,8.1,4,1,30.4329,Q
5216,1,1,female,35.7,0,0,511.2826,C
5217,1,3,male,26.9,0,0,13.3759,S
5218,1,1,female,42.0,1,1,110.1664,C
5219,1,1,male,25.3,0,0,61.1122,C
5220,1,2,female,36.1,1,0,29.9812,S
5221,0,3,male,29.6,0,0,9.758,S
5222,0,1,male,64.8,0,0,25.6742,S
5223,1,2,female,25.5,0,0,19.7169,C
5224,0,3,female,45.3,1,4,35.2262,S
5225,0,3,male,49.4,0,0,11.5942,S
5226,1,3,female,28.0,0,0,6.7762,S
5227,0,3,male,33.4,0,0,9.0284,S
5228,0,2,male,42.8,0,0,10.6413,S
5229,0,3,male,28.5,0,0,11.0114,Q
5230,1,2,female,35.9,0,0,13.9114,S
5231,0,3,male,26.5,0,0,8.7913,S
5232,0,3,female,41.5,0,5,30.5865,S
5233,1,1,male,27.6,0,0,40.2261,S
5234,0,3,female,21.1,0,0,12.2205,S
5235,1,2,male,2.4,0,2,19.0184,S
5236,1,1,female,47.6,0,0,33.1161,S
5237,1,3,male,17.0,1,0,11.4801,S
5238,0,3,male,25.1,0,0,12.6929,Q
5239,1,3,female,29.7,1,1,16.8372,S
5240,1,1,male,26.3,1,0,65.0818,S
5241,1,2,female,28.1,0,0,13.2145,S
5242,1,2,female,6.6,1,1,27.3491,S
5243,1,2,female,24.6,1,2,46.3351,S
5244,0,3,male,23.0,0,0,21.3057,S
5245,0,3,male,44.1,0,0,10.7544,S
5246,0,3,male,24.2,0,0,10.6537,S
5247,0,3,female,21.9,0,0,9.3849,S
5248,0,3,male,27.5,0,0,12.7301,C
5249,0,3,male,46.3,0,0,9.2019,S
5250,0,3,male,7.6,4,1,30.8424,Q
5251,0,3,male,30.1,0,0,9.3281,S
5252,1,1,female,35.4,0,0,76.6798,C
5253,0,3,male,20.9,0,0,7.0486,S
5254,1,1,female,37.3,1,0,90.7283,S
5255,0,3,female,32.0,0,0,6.3409,S
5256,1,1,female,25.9,0,0,83.6853,C
5257,0,3,male,26.2,0,0,10.3983,Q
5258,1,1,male,48.9,1,0,85.4397,C
5259,0,3,male,39.9,0,0,10.2738,S
5260,0,3,male,49.5,0,0,11.589,S
5261,0,2,female,32.6,0,0,9.8481,S
5262,0,3,female,26.0,1,0,13.181,C
5263,1,3,male,27.6,0,0,14.7475,S
5264,0,3,male,30.2,0,0,8.2422,S
5265,1,1,male,77.7,0,0,37.6471,S
5266,0,3,male,41.2,0,0,11.5898,C
5267,0,3,male,26.9,1,0,14.2789,S
5268,1,1,male,61.2,0,1,84.6536,C
5269,0,3,female,28.1,0,0,8.5555,Q
5270,0,3,male,18.2,2,0,26.444,S
5271,0,2,male,35.9,1,0,30.4625,S
5272,1,3,female,4.2,1,1,16.2594,S
5273,1,3,male,27.1,2,0,19.4032,Q
5274,1,2,female,36.3,0,0,12.0268,Q
5275,0,3,female,22.9,0,0,9.2017,S
5276,0,3,male,28.8,0,0,10.7031,S
5277,0,2,male,34.0,0,0,15.4955,C
5278,0,3,male,28.6,0,0,22.9568,S
5279,0,3,male,25.3,0,0,10.9242,C
5280,1,2,female,24.2,0,0,15.8228,S
5281,0,3,male,28.8,0,0,7.9894,S
5282,1,2,female,22.1,1,1,31.0556,S
5283,0,3,male,31.3,0,0,7.0876,S
5284,0,3,male,22.9,0,0,10.1665,S
5285,0,3,male,30.8,0,0,9.4003,S
5286,0,3,male,3.2,4,1,32.9942,S
5287,0,3,male,26.9,0,0,12.9536,S
5288,0,3,male,24.6,0,0,9.0909,C
5289,1,3,male,26.4,0,0,13.074,S
5290,0,3,male,36.8,1,1,18.2223,S
5291,1,1,female,27.1,0,0,99.2366,S
5292,0,3,male,21.7,0,0,7.4159,S
5293,0,2,male,33.6,1,2,30.1793,S
5294,1,2,female,29.5,0,0,14.019,S
5295,0,3,male,32.2,0,0,14.9109,C
5296,1,3,male,26.4,0,0,7.1805,C
5297,0,3,female,11.3,4,2,34.1892,S
5298,1,2,male,33.3,0,0,17.3519,S
5299,0,3,female,39.6,0,5,27.1734,Q
5300,1,2,male,21.9,0,0,18.2858,S
5301,0,3,male,2.4,5,2,42.5408,S
5302,1,3,female,4.3,1,1,15.3503,S
5303,0,3,male,27.2,0,0,9.3397,S
5304,0,3,male,47.9,0,0,7.133,S
5305,1,1,male,47.5,1,0,55.3626,S
5306,0,3,male,25.7,0,0,12.5594,Q
5307,0,3,female,41.4,0,0,7.2469,S
5308,0,2,male,21.0,0,0,24.2213,S
5309,0,3,male,28.4,0,0,7.7828,S
5310,0,3,male,26.9,8,2,64.4322,S
5311,0,2,male,43.1,0,0,17.5983,S
5312,1,2,female,19.2,1,2,47.7133,C
5313,0,3,male,33.0,0,0,8.0707,S
5314,0,3,male,28.0,0,0,10.7446,Q
5315,0,2,male,42.0,1,1,29.2763,S
5316,1,3,female,27.1,0,0,9.7999,Q
5317,0,3,female,23.5,1,0,14.2086,S
5318,0,1,male,19.0,1,0,102.6525,C
5319,0,3,male,7.6,4,1,29.3686,Q
5320,0,3,male,20.0,0,0,11.3312,S
5321,0,1,male,17.4,1,0,124.4893,C
5322,1,1,female,35.2,1,0,56.8662,S
5323,0,3,male,17.7,0,0,7.1764,S
5324,0,3,male,29.6,0,0,8.3677,Q
5325,0,3,male,21.5,0,0,9.2387,S
5326,1,3,male,32.0,1,0,17.1883,Q
5327,0,3,male,21.6,0,0,4.7834,S
5328,1,1,male,55.9,0,0,28.5281,C
5329,1,1,female,27.1,0,0,87.8805,C
5330,1,3,male,33.9,0,0,18.0933,S
5331,0,2,male,60.4,1,1,38.1889,S
5332,0,1,male,39.1,0,0,9.7711,S
5333,0,2,male,20.1,0,0,40.7891,S
5334,1,2,female,51.1,0,0,13.6165,S
5335,0,1,male,20.5,1,0,75.0851,S
5336,1,2,female,49.1,1,2,56.8312,S
5337,0,3,male,36.3,0,0,10.4315,S
5338,0,2,male,20.9,0,0,17.2785,S
5339,0,3,male,28.4,0,0,9.5411,Q
5340,0,2,male,36.6,0,0,10.8661,S
5341,0,3,male,43.4,0,0,5.8811,C
5342,0,3,male,29.4,0,0,8.2334,S
5343,0,2,male,17.7,0,0,43.4845,S
5344,1,1,male,23.1,1,0,93.5649,C
5345,1,2,female,8.8,0,2,22.4291,S
5346,0,3,male,29.6,0,0,9.0269,C
5347,0,3,male,41.6,0,0,9.6648,S
5348,0,3,male,24.3,0,0,16.1465,S
5349,0,3,male,31.2,0,0,8.5951,C
5350,1,1,female,35.0,1,2,125.3783,S
5351,0,2,male,33.1,0,0,15.1264,S
5352,1,2,female,30.6,1,0,28.3669,S
5353,0,3,male,49.9,0,0,12.0777,S
5354,0,3,male,16.3,1,1,14.9091,S
5355,0,3,male,9.2,5,2,46.2351,S
5356,1,1,female,22.0,0,0,79.6331,S
5357,0,3,male,29.2,0,0,8.7404,S
5358,0,2,male,28.2,0,0,10.4539,S
5359,0,3,male,26.3,0,0,7.5331,S
5360,1,3,female,7.9,0,1,14.4663,S
5361,1,2,female,24.9,2,3,33.6475,S
5362,0,3,male,19.0,0,0,9.1047,S
5363,0,3,male,27.8,0,0,10.9364,C
5364,0,3,male,24.0,0,0,7.8048,S
5365,0,3,female,27.8,1,0,14.925,C
5366,0,3,male,24.2,0,0,9.6879,S
5367,1,3,male,26.8,0,0,13.3743,S
5368,0,3,male,7.4,5,2,47.2016,S
5369,1,1,female,33.2,1,0,90.309,S
5370,0,3,female,28.6,0,0,6.9492,S
5371,1,2,female,40.7,1,0,34.172,S
5372,0,2,male,27.4,0,0,21.7796,C
5373,1,1,female,23.4,1,0,67.6467,S
5374,1,2,female,42.9,0,1,25.8845,S
5375,1,1,female,34.3,0,1,72.9367,S
5376,1,2,female,49.7,0,0,14.1523,S
5377,0,3,male,31.9,0,0,7.3941,S
5378,0,2,male,54.2,1,0,33.2292,S
5379,0,1,male,29.5,0,2,204.7608,C
5380,1,1,female,58.4,0,0,86.1734,S
5381,0,1,male,71.2,0,0,35.7633,C
5382,1,1,male,30.9,0,0,65.8568,C
5383,0,1,male,28.1,0,0,53.8969,S
5384,1,2,female,32.8,0,0,13.2405,S
5385,1,1,female,54.5,1,0,65.6621,C
5386,0,3,male,40.1,0,0,10.4077,S
5387,1,2,female,5.8,1,1,26.149,S
5388,1,3,female,27.6,1,0,15.0312,Q
5389,0,2,male,28.1,0,0,11.7794,S
5390,1,2,female,7.6,1,2,29.3126,S
5391,1,1,female,42.6,0,1,214.5588,S
5392,0,2,male,29.1,0,0,10.1352,S
5393,0,3,male,27.2,0,0,13.7641,S
5394,0,3,male,46.1,0,1,14.5794,S
5395,0,1,male,30.3,0,0,24.8388,S
5396,0,3,female,25.4,2,2,26.3573,S
5397,0,3,male,30.2,0,0,11.54,C
5398,0,2,male,31.7,1,0,26.4412,S
5399,1,2,female,23.4,1,0,21.9939,C
5400,0,2,female,33.0,0,0,8.7008,S
5401,1,2,female,44.0,0,0,14.9463,S
5402,1,2,female,30.2,0,0,15.005,S
5403,1,2,female,33.8,1,1,32.7483,S
5404,1,1,male,26.6,0,0,62.7225,C
5405,0,3,male,60.9,0,0,8.2739,S
5406,0,3,male,1.0,3,2,29.6099,S
5407,0,3,male,26.8,0,0,10.1658,Q
5408,1,2,male,5.5,1,1,25.1892,S
5409,1,2,female,27.3,0,0,15.1729,S
5410,1,2,female,35.0,0,0,13.7646,S
5411,0,3,male,18.3,0,0,6.1037,S
5412,0,2,male,26.0,0,0,9.9886,S
5413,0,3,male,62.4,0,0,11.1155,S
5414,0,3,male,31.0,0,0,11.5483,S
5415,0,3,male,25.8,0,0,5.9727,S
5416,1,1,female,27.6,0,0,63.6562,C
5417,0,3,male,26.1,0,0,7.5171,S
5418,1,3,female,19.9,0,0,8.4853,S
5419,0,1,male,37.1,0,0,8.9053,S
5420,1,1,female,20.9,1,2,264.9702,C
5421,0,2,male,23.4,0,2,43.6372,C
5422,1,2,female,33.6,0,0,11.7355,S
5423,0,3,male,27.0,0,0,10.0274,S
5424,0,1,male,49.9,1,0,122.0132,C
5425,0,1,male,25.3,0,0,132.2454,C
5426,1,3,female,25.5,0,0,6.543,S
5427,0,3,male,28.4,0,0,7.2039,Q
5428,1,3,female,5.2,4,2,29.1638,S
5429,1,2,female,51.8,0,1,28.8715,S
5430,0,3,male,28.4,0,0,10.0479,C
5431,0,3,male,40.5,0,0,8.1029,S
5432,0,1,male,20.6,1,0,61.1962,S
5433,0,3,male,20.4,0,0,8.5792,S
5434,0,3,female,45.3,1,6,42.6999,S
5435,0,3,female,27.0,0,0,8.2294,S
5436,1,1,female,19.4,1,2,89.4021,S
5437,0,3,female,38.3,1,0,11.7282,S
5438,1,1,female,46.1,1,1,57.4979,S
5439,1,1,female,26.6,0,0,68.8489,C
5440,1,1,female,20.6,0,2,45.5791,S
5441,1,3,male,28.3,0,0,21.6007,S
5442,0,3,female,40.4,0,0,5.9642,S
5443,0,2,male,50.2,0,0,18.4554,S
5444,1,1,female,17.5,0,0,89.9947,S
5445,0,3,male,26.3,0,0,7.8966,S
5446,0,3,male,45.6,0,0,10.3335,S
5447,0,2,male,49.1,0,0,13.9775,S
5448,1,1,female,35.6,0,0,512.3292,C
5449,0,3,male,40.7,0,0,9.8665,S
5450,0,3,male,30.5,1,0,12.5543,S
5451,0,3,male,27.6,0,0,8.975,S
5452,0,2,male,18.9,0,0,18.9283,S
5453,0,3,male,33.0,0,0,10.3251,S
5454,1,1,female,35.5,1,0,106.8758,S
5455,0,3,male,7.5,4,2,38.343,S
5456,0,1,male,28.3,0,0,26.907,S
5457,0,3,male,27.4,0,0,12.2159,S
5458,0,1,male,73.2,0,0,44.5588,C
5459,1,1,female,34.1,0,0,145.6585,S
5460,1,1,male,25.6,0,0,31.4328,S
5461,0,2,male,54.6,0,0,14.1574,S
5462,1,1,male,30.5,0,0,35.4458,C
5463,0,3,female,14.1,0,2,16.335,S
5464,0,3,male,49.2,0,0,10.8648,S
5465,0,3,male,8.4,4,1,36.8525,S
5466,0,3,male,26.7,0,0,6.7079,S
5467,1,3,female,5.1,2,1,24.4053,C
5468,0,3,female,26.1,0,0,11.9993,C
5469,1,2,female,28.2,1,0,26.5729,S
5470,0,3,male,28.3,0,0,7.8388,S
5471,1,1,female,27.5,0,0,102.4015,S
5472,0,3,male,33.9,1,1,17.6086,S
5473,1,3,male,22.9,0,0,15.4901,S
5474,1,3,female,24.9,0,1,13.0368,S
5475,0,2,male,51.9,0,0,17.7956,S
5476,0,1,male,71.2,1,1,85.1955,S
5477,0,3,female,30.6,3,1,30.7995,S
5478,1,2,female,12.1,0,1,23.1732,S
5479,1,3,male,20.9,1,1,18.0454,C
5480,0,2,male,46.6,0,0,21.5597,S
5481,0,1,male,52.7,0,1,63.7945,C
5482,1,2,female,8.2,0,2,21.6413,S
5483,0,3,male,9.6,5,2,46.5348,S
5484,1,3,female,37.3,1,5,32.2198,S
5485,0,3,male,28.8,0,0,10.8125,S
5486,0,3,female,2.7,3,2,29.0012,S
5487,1,1,female,34.5,0,2,63.5509,S
5488,1,2,female,42.9,0,0,16.2736,S
5489,1,1,female,21.8,3,2,274.4551,S
5490,1,3,female,4.0,1,1,16.2256,S
5491,0,3,male,50.9,0,0,9.4952,S
5492,0,3,female,23.9,0,0,8.9393,S
5493,1,1,female,28.5,0,0,217.367,S
5494,0,3,female,30.7,0,0,8.2166,S
5495,1,1,male,35.9,0,1,512.3292,C
5496,0,1,male,44.0,0,0,33.5899,S
5497,1,1,male,46.3,1,0,100.9513,C
5498,0,3,male,33.3,0,0,9.4916,S
5499,0,2,male,26.3,0,0,16.5381,S
5500,0,1,male,39.0,0,0,14.5691,S
5501,1,1,female,27.3,0,0,55.4646,C
5502,0,3,male,4.9,3,2,31.2815,S
5503,0,1,male,39.2,1,0,61.9301,S
5504,1,1,male,41.0,0,0,39.5652,C
5505,0,3,male,25.4,1,0,14.0701,Q
5506,0,3,male,41.3,0,0,11.971,S
5507,0,2,male,17.9,0,0,18.3213,S
5508,1,3,male,27.6,0,0,22.0269,S
5509,1,1,male,34.2,0,0,512.3292,C
5510,1,3,female,27.1,0,0,7.1648,S
5511,1,1,male,34.2,0,0,25.449,S
5512,0,3,male,18.6,0,0,7.7667,S
5513,0,3,male,30.2,0,0,9.4806,C
5514,0,3,male,27.4,8,2,65.7251,S
5515,0,3,male,29.0,0,0,7.7662,S
5516,0,3,male,21.1,0,0,12.195,S
5517,1,3,female,26.1,0,2,20.5946,C
5518,0,3,male,26.2,0,0,9.6991,S
5519,0,3,female,26.6,1,0,14.9021,C
5520,1,2,female,13.2,0,1,21.1524,S
5521,1,3,male,21.7,0,0,14.1307,S
5522,1,3,male,0.4,4,2,26.2886,S
5523,1,3,male,32.8,0,0,17.0449,Q
5524,0,3,female,21.2,0,0,14.1291,S
5525,1,1,male,27.1,0,0,37.6498,S
5526,1,1,male,60.4,0,1,77.5409,C
5527,0,3,female,10.5,0,1,16.5904,S
5528,0,3,male,41.7,0,2,16.2101,S
5529,0,3,male,29.6,0,0,9.4316,S
5530,0,3,female,12.2,0,1,15.2671,S
5531,0,1,male,61.1,0,0,25.7999,S
5532,0,3,male,32.7,0,0,10.7431,S
5533,1,2,female,19.2,0,2,21.4282,S
5534,0,2,male,39.5,0,0,14.1025,S
5535,0,3,male,40.7,1,4,30.9119,S
5536,1,3,female,30.8,3,0,15.5697,S
5537,0,3,male,26.6,1,0,14.993,Q
5538,1,2,female,8.2,0,2,23.1187,S
5539,1,1,female,53.8,0,1,74.6325,C
5540,0,3,male,34.1,0,0,7.0913,S
5541,0,3,female,22.6,2,2,25.6837,S
5542,1,3,male,4.9,1,1,13.5684,S
5543,1,1,female,26.8,0,1,66.8015,S
5544,0,3,male,34.2,0,0,10.38,S
5545,0,3,male,23.8,1,0,9.2952,S
5546,0,3,male,16.0,0,0,12.2865,S
5547,1,3,male,16.8,1,1,18.4152,C
5548,0,2,male,35.7,1,0,29.9925,S
5549,0,3,male,24.2,0,0,11.159,S
5550,0,3,male,30.6,0,0,11.3966,C
5551,1,3,female,26.3,0,0,9.465,Q
5552,0,3,male,27.8,0,0,7.7714,S
5553,0,2,male,31.6,0,0,12.1297,S
5554,1,1,female,26.4,0,0,55.7868,C
5555,0,3,female,24.0,0,0,5.6461,Q
5556,1,2,female,8.1,0,2,22.5386,S
5557,1,1,male,39.6,0,0,24.2451,S
5558,0,3,male,45.0,0,0,9.9755,C
5559,1,1,male,3.7,0,2,72.8462,S
5560,1,3,male,28.9,0,0,14.6087,S
5561,0,2,male,46.0,0,0,15.7818,S
5562,1,1,female,38.1,0,0,134.0071,C
5563,0,3,male,28.4,0,0,7.0221,S
5564,1,2,female,25.0,0,0,22.5835,C
5565,1,1,female,27.1,1,0,90.497,C
5566,0,3,female,27.3,1,0,14.6819,S
5567,0,2,male,31.5,0,0,7.3146,S
5568,1,2,female,5.6,1,1,29.3554,S
5569,1,3,female,27.4,1,0,20.9876,Q
5570,0,1,male,30.2,0,0,42.0522,S
5571,0,2,male,24.8,0,0,9.0405,S
5572,1,2,female,24.4,1,0,25.5484,S
5573,0,3,male,26.6,8,2,64.3447,S
5574,0,3,male,26.9,0,0,11.033,S
5575,1,1,female,51.7,1,1,84.3903,S
5576,1,3,female,26.3,0,0,7.6998,S
5577,1,1,female,51.1,1,0,77.0481,C
5578,0,2,male,37.5,0,0,14.7773,S
5579,0,1,male,53.1,0,0,48.103,S
5580,1,1,female,49.8,0,0,38.7244,S
5581,1,1,male,25.2,0,0,60.263,C
5582,1,2,female,27.7,0,0,14.6836,S
5583,1,3,female,29.3,1,0,16.5642,Q
5584,0,3,male,44.8,0,0,11.7593,C
5585,0,3,male,40.9,0,0,8.2559,S
5586,0,3,male,11.3,5,2,45.2933,S
5587,0,3,male,30.0,0,0,9.6167,C
5588,1,2,female,35.2,0,0,13.237,S
5589,0,3,male,21.3,0,0,9.1125,S
5590,1,1,female,25.4,0,1,69.6354,S
5591,0,3,male,46.1,0,1,15.843,S
5592,1,3,male,21.1,1,1,16.1887,C
5593,0,3,female,22.9,0,0,5.812,Q
5594,1,2,female,50.7,0,1,25.5163,S
5595,1,2,female,26.6,0,0,13.4512,S
5596,0,2,male,26.6,0,0,9.7646,S
5597,1,3,female,23.2,1,0,7.6422,S
5598,0,2,male,37.2,0,0,8.4446,S
5599,0,1,male,28.5,0,0,32.6843,S
5600,1,1,male,30.1,1,0,55.956,S
5601,0,2,male,27.3,1,0,27.6456,S
5602,0,2,male,26.4,0,0,24.1044,C
5603,1,3,female,24.0,0,0,6.7,Q
5604,0,3,male,23.2,0,0,9.189,S
5605,0,2,male,26.7,0,0,8.9534,S
5606,1,3,female,27.9,1,0,14.8911,Q
5607,1,1,female,21.3,3,2,281.032,S
5608,0,2,female,27.0,1,0,18.8067,S
5609,0,3,male,28.9,0,0,12.0213,S
5610,0,3,male,17.6,0,0,8.5509,S
5611,0,3,male,26.2,0,0,9.952,C
5612,0,2,male,27.8,0,0,28.4104,C
5613,1,2,female,8.2,0,2,23.1109,S
5614,0,3,male,11.9,5,2,46.2152,S
5615,1,2,female,0.5,2,1,37.9983,S
5616,0,2,male,36.8,0,0,12.1084,S
5617,0,3,male,20.6,1,1,11.11,S
5618,0,2,male,28.9,0,0,11.9186,S
5619,1,1,male,2.3,0,2,85.8281,S
5620,0,3,male,27.4,0,0,9.8522,Q
5621,1,2,female,27.2,3,0,40.4774,S
5622,1,3,female,33.4,1,0,10.6425,S
5623,0,3,male,30.4,0,0,11.3939,S
5624,1,3,male,23.7,0,0,9.473,C
5625,0,1,male,53.1,1,0,56.6148,S
5626,0,1,male,31.6,0,0,44.0924,S
5627,1,1,female,51.0,1,0,72.2964,C
5628,1,2,female,18.4,0,1,19.6458,S
5629,0,3,female,30.1,0,4,24.7772,S
5630,0,3,female,26.8,1,0,14.053,C
5631,0,3,male,29.0,0,0,7.2011,S
5632,0,2,male,28.9,0,0,14.2754,S
5633,0,3,male,43.2,0,0,9.3026,S
5634,0,1,male,28.8,0,0,47.9548,S
5635,1,1,male,48.2,0,0,60.3659,C
5636,0,3,male,29.8,0,0,8.6895,Q
5637,1,1,female,49.1,1,1,52.5389,S
5638,0,1,male,61.4,0,0,25.5469,S
5639,0,3,male,32.0,0,0,10.2267,Q
5640,0,3,male,20.5,0,0,8.6251,S
5641,0,3,male,3.3,3,1,26.9348,S
5642,1,3,male,26.7,0,0,13.3691,S
5643,1,1,male,54.0,0,0,32.2391,S
5644,1,3,male,27.9,0,0,8.9796,C
5645,0,2,female,26.6,1,0,19.1959,S
5646,0,1,male,71.6,0,0,36.338,C
5647,0,3,female,10.1,4,2,32.4872,S
5648,1,3,female,26.8,0,0,10.206,Q
5649,1,1,female,22.1,0,0,40.9828,S
5650,1,2,male,3.6,1,1,26.8505,S
5651,1,1,female,44.4,1,1,179.9301,S
5652,0,3,female,24.5,2,2,26.8108,S
5653,0,2,male,41.2,0,0,11.9317,S
5654,0,3,male,37.9,1,1,9.6689,Q
5655,1,1,male,24.1,1,0,66.1283,C
5656,0,3,male,24.8,0,0,4.3662,S
5657,0,1,male,26.7,0,0,16.686,S
5658,0,3,male,70.7,0,0,10.093,S
